time,value,label
352,941.0,0.0
353,960.0,0.0
354,960.0,0.0
355,957.0,0.0
356,941.0,0.0
357,938.0,0.0
358,947.0,0.0
359,936.0,0.0
360,945.0,0.0
361,918.0,0.0
362,923.0,0.0
363,924.0,0.0
364,923.0,0.0
365,908.0,0.0
366,906.0,0.0
367,901.0,0.0
368,918.0,0.0
369,916.0,0.0
370,916.0,0.0
371,932.0,0.0
372,923.0,0.0
373,934.0,0.0
374,932.0,0.0
375,924.0,0.0
376,912.0,0.0
377,922.0,0.0
378,925.0,0.0
379,920.0,0.0
380,937.0,0.0
381,934.0,0.0
382,918.0,0.0
383,929.0,0.0
384,938.0,0.0
385,974.0,0.0
386,979.0,0.0
387,1015.0,0.0
388,1045.0,0.0
389,1104.0,0.0
390,1152.0,0.0
391,1196.0,0.0
392,1254.0,0.0
393,1272.0,0.0
394,1324.0,0.0
395,1442.0,0.0
396,1456.0,0.0
397,1433.0,0.0
398,1470.0,0.0
399,1479.0,0.0
400,1543.0,0.0
401,1469.0,0.0
402,1520.0,0.0
403,1507.0,0.0
404,1495.0,0.0
405,1500.0,0.0
406,1506.0,0.0
407,1500.0,0.0
408,1502.0,0.0
409,1490.0,0.0
410,1505.0,0.0
411,1524.0,0.0
412,1499.0,0.0
413,1488.0,0.0
414,1518.0,0.0
415,1519.0,0.0
416,1492.0,0.0
417,1528.0,0.0
418,1507.0,0.0
419,1518.0,0.0
420,1507.0,0.0
421,1514.0,0.0
422,1496.0,0.0
423,1430.0,0.0
424,1380.0,0.0
425,1351.0,0.0
426,1289.0,0.0
427,1256.0,0.0
428,1212.0,0.0
429,1155.0,0.0
430,1101.0,0.0
431,1072.0,0.0
432,1055.0,0.0
433,1031.0,0.0
434,989.0,0.0
435,969.0,0.0
436,945.0,0.0
437,953.0,0.0
438,946.0,0.0
439,925.0,0.0
440,903.0,0.0
441,896.0,0.0
442,910.0,0.0
443,906.0,0.0
444,903.0,0.0
445,905.0,0.0
446,923.0,0.0
447,910.0,0.0
448,916.0,0.0
449,917.0,0.0
450,922.0,0.0
451,903.0,0.0
452,921.0,0.0
453,898.0,0.0
454,901.0,0.0
455,910.0,0.0
456,914.0,0.0
457,905.0,0.0
458,919.0,0.0
459,922.0,0.0
460,916.0,0.0
461,943.0,0.0
462,919.0,0.0
463,906.0,0.0
464,903.0,0.0
465,908.0,0.0
466,902.0,0.0
467,918.0,0.0
468,900.0,0.0
469,913.0,0.0
470,923.0,0.0
471,911.0,0.0
472,914.0,0.0
473,927.0,0.0
474,924.0,0.0
475,922.0,0.0
476,915.0,0.0
477,910.0,0.0
478,902.0,0.0
479,897.0,0.0
480,873.0,0.0
481,846.0,0.0
482,880.0,0.0
483,868.0,0.0
484,846.0,0.0
485,844.0,0.0
486,821.0,0.0
487,798.0,0.0
488,825.0,0.0
489,829.0,0.0
490,867.0,0.0
491,860.0,0.0
492,876.0,0.0
493,899.0,0.0
494,907.0,0.0
495,894.0,0.0
496,902.0,0.0
497,922.0,0.0
498,893.0,0.0
499,899.0,0.0
500,876.0,0.0
501,911.0,0.0
502,897.0,0.0
503,888.0,0.0
504,908.0,0.0
505,898.0,0.0
506,892.0,0.0
507,912.0,0.0
508,881.0,0.0
509,891.0,0.0
510,890.0,0.0
511,864.0,0.0
512,823.0,0.0
513,857.0,0.0
514,853.0,0.0
515,877.0,0.0
516,856.0,0.0
517,842.0,0.0
518,859.0,0.0
519,851.0,0.0
520,826.0,0.0
521,846.0,0.0
522,855.0,0.0
523,865.0,0.0
524,900.0,0.0
525,905.0,0.0
526,929.0,0.0
527,906.0,0.0
528,907.0,0.0
529,897.0,0.0
530,881.0,0.0
531,836.0,0.0
532,837.0,0.0
533,841.0,0.0
534,823.0,0.0
535,826.0,0.0
536,856.0,0.0
537,874.0,0.0
538,849.0,0.0
539,861.0,0.0
540,846.0,0.0
541,835.0,0.0
542,850.0,0.0
543,846.0,0.0
544,860.0,0.0
545,862.0,0.0
546,860.0,0.0
547,870.0,0.0
548,869.0,0.0
549,855.0,0.0
550,849.0,0.0
551,873.0,0.0
552,850.0,0.0
553,857.0,0.0
554,866.0,0.0
555,860.0,0.0
556,845.0,0.0
557,845.0,0.0
558,851.0,0.0
559,864.0,0.0
560,853.0,0.0
561,863.0,0.0
562,878.0,0.0
563,857.0,0.0
564,849.0,0.0
565,879.0,0.0
566,876.0,0.0
567,875.0,0.0
568,844.0,0.0
569,870.0,0.0
570,862.0,0.0
571,838.0,0.0
572,840.0,0.0
573,843.0,0.0
574,815.0,0.0
575,825.0,0.0
576,812.0,0.0
577,814.0,0.0
578,883.0,0.0
579,857.0,0.0
580,844.0,0.0
581,857.0,0.0
582,876.0,0.0
583,875.0,0.0
584,888.0,0.0
585,876.0,0.0
586,872.0,0.0
587,826.0,0.0
588,822.0,0.0
589,842.0,0.0
590,834.0,0.0
591,838.0,0.0
592,859.0,0.0
593,866.0,0.0
594,859.0,0.0
595,860.0,0.0
596,874.0,0.0
597,876.0,0.0
598,904.0,0.0
599,904.0,0.0
600,899.0,0.0
601,893.0,0.0
602,886.0,0.0
603,880.0,0.0
604,874.0,0.0
605,866.0,0.0
606,874.0,0.0
607,880.0,0.0
608,880.0,0.0
609,887.0,0.0
610,896.0,0.0
611,880.0,0.0
612,888.0,0.0
613,847.0,0.0
614,876.0,0.0
615,861.0,0.0
616,859.0,0.0
617,850.0,0.0
618,840.0,0.0
619,862.0,0.0
620,875.0,0.0
621,864.0,0.0
622,871.0,0.0
623,869.0,0.0
624,859.0,0.0
625,852.0,0.0
626,875.0,0.0
627,872.0,0.0
628,849.0,0.0
629,850.0,0.0
630,844.0,0.0
631,841.0,0.0
632,842.0,0.0
633,854.0,0.0
634,858.0,0.0
635,858.0,0.0
636,868.0,0.0
637,857.0,0.0
638,856.0,0.0
639,862.0,0.0
640,847.0,0.0
641,842.0,0.0
642,856.0,0.0
643,850.0,0.0
644,874.0,0.0
645,882.0,0.0
646,880.0,0.0
647,869.0,0.0
648,901.0,0.0
649,880.0,0.0
650,870.0,0.0
651,871.0,0.0
652,875.0,0.0
653,869.0,0.0
654,876.0,0.0
655,871.0,0.0
656,877.0,0.0
657,891.0,0.0
658,886.0,0.0
659,887.0,0.0
660,891.0,0.0
661,915.0,0.0
662,915.0,0.0
663,908.0,0.0
664,903.0,0.0
665,910.0,0.0
666,904.0,0.0
667,910.0,0.0
668,901.0,0.0
669,905.0,0.0
670,893.0,0.0
671,901.0,0.0
672,872.0,0.0
673,914.0,0.0
674,916.0,0.0
675,938.0,0.0
676,947.0,0.0
677,988.0,0.0
678,1048.0,0.0
679,1093.0,0.0
680,1108.0,0.0
681,1188.0,0.0
682,1268.0,0.0
683,1371.0,0.0
684,1458.0,0.0
685,1493.0,0.0
686,1497.0,0.0
687,1592.0,0.0
688,1578.0,0.0
689,1505.0,0.0
690,1604.0,0.0
691,1626.0,0.0
692,1602.0,0.0
693,1612.0,0.0
694,1700.0,0.0
695,1656.0,0.0
696,1616.0,0.0
697,1529.0,0.0
698,1564.0,0.0
699,1548.0,0.0
700,1532.0,0.0
701,1575.0,0.0
702,1569.0,0.0
703,1552.0,0.0
704,1560.0,0.0
705,1552.0,0.0
706,1487.0,0.0
707,1501.0,0.0
708,1548.0,0.0
709,1511.0,0.0
710,1475.0,0.0
711,1480.0,0.0
712,1440.0,0.0
713,1435.0,0.0
714,1439.0,0.0
715,1415.0,0.0
716,1326.0,0.0
717,1232.0,0.0
718,1197.0,0.0
719,1143.0,0.0
720,1092.0,0.0
721,1047.0,0.0
722,1023.0,0.0
723,997.0,0.0
724,967.0,0.0
725,979.0,0.0
726,974.0,0.0
727,962.0,0.0
728,966.0,0.0
729,961.0,0.0
730,957.0,0.0
731,957.0,0.0
732,970.0,0.0
733,985.0,0.0
734,987.0,0.0
735,994.0,0.0
736,990.0,0.0
737,986.0,0.0
738,991.0,0.0
739,991.0,0.0
740,948.0,0.0
741,929.0,0.0
742,953.0,0.0
743,940.0,0.0
744,909.0,0.0
745,924.0,0.0
746,915.0,0.0
747,903.0,0.0
748,897.0,0.0
749,925.0,0.0
750,920.0,0.0
751,896.0,0.0
752,901.0,0.0
753,887.0,0.0
754,888.0,0.0
755,921.0,0.0
756,913.0,0.0
757,915.0,0.0
758,915.0,0.0
759,909.0,0.0
760,910.0,0.0
761,923.0,0.0
762,935.0,0.0
763,930.0,0.0
764,932.0,0.0
765,913.0,0.0
766,919.0,0.0
767,920.0,0.0
768,911.0,0.0
769,934.0,0.0
770,966.0,0.0
771,997.0,0.0
772,1006.0,0.0
773,1077.0,0.0
774,1179.0,0.0
775,1232.0,0.0
776,1252.0,0.0
777,1290.0,0.0
778,1348.0,0.0
779,1469.0,0.0
780,1522.0,0.0
781,1546.0,0.0
782,1506.0,0.0
783,1531.0,0.0
784,1611.0,0.0
785,1566.0,0.0
786,1588.0,0.0
787,1580.0,0.0
788,1618.0,0.0
789,1598.0,0.0
790,1594.0,0.0
791,1590.0,0.0
792,1589.0,0.0
793,1558.0,0.0
794,1560.0,0.0
795,1593.0,0.0
796,1585.0,0.0
797,1585.0,0.0
798,1569.0,0.0
799,1553.0,0.0
800,1598.0,0.0
801,1566.0,0.0
802,1504.0,0.0
803,1537.0,0.0
804,1571.0,0.0
805,1524.0,0.0
806,1494.0,0.0
807,1463.0,0.0
808,1433.0,0.0
809,1441.0,0.0
810,1386.0,0.0
811,1362.0,0.0
812,1297.0,0.0
813,1235.0,0.0
814,1180.0,0.0
815,1141.0,0.0
816,1150.0,0.0
817,1086.0,0.0
818,1071.0,0.0
819,1046.0,0.0
820,1017.0,0.0
821,1015.0,0.0
822,1010.0,0.0
823,1003.0,0.0
824,988.0,0.0
825,956.0,0.0
826,988.0,0.0
827,971.0,0.0
828,976.0,0.0
829,1002.0,0.0
830,979.0,0.0
831,965.0,0.0
832,975.0,0.0
833,975.0,0.0
834,979.0,0.0
835,981.0,0.0
836,966.0,0.0
837,960.0,0.0
838,961.0,0.0
839,959.0,0.0
840,963.0,0.0
841,991.0,0.0
842,1001.0,0.0
843,975.0,0.0
844,974.0,0.0
845,978.0,0.0
846,965.0,0.0
847,950.0,0.0
848,946.0,0.0
849,956.0,0.0
850,945.0,0.0
851,963.0,0.0
852,950.0,0.0
853,971.0,0.0
854,979.0,0.0
855,969.0,0.0
856,973.0,0.0
857,956.0,0.0
858,930.0,0.0
859,963.0,0.0
860,968.0,0.0
861,964.0,0.0
862,948.0,0.0
863,946.0,0.0
864,956.0,0.0
865,959.0,0.0
866,961.0,0.0
867,996.0,0.0
868,1029.0,0.0
869,1073.0,0.0
870,1106.0,0.0
871,1129.0,0.0
872,1182.0,0.0
873,1217.0,0.0
874,1290.0,0.0
875,1389.0,0.0
876,1460.0,0.0
877,1519.0,0.0
878,1494.0,0.0
879,1525.0,0.0
880,1515.0,0.0
881,1519.0,0.0
882,1544.0,0.0
883,1543.0,0.0
884,1584.0,0.0
885,1556.0,0.0
886,1536.0,0.0
887,1549.0,0.0
888,1546.0,0.0
889,1529.0,0.0
890,1547.0,0.0
891,1528.0,0.0
892,1550.0,0.0
893,1575.0,0.0
894,1573.0,0.0
895,1574.0,0.0
896,1650.0,0.0
897,1626.0,0.0
898,1547.0,0.0
899,1528.0,0.0
900,1572.0,0.0
901,1538.0,0.0
902,1509.0,0.0
903,1503.0,0.0
904,1512.0,0.0
905,1490.0,0.0
906,1461.0,0.0
907,1421.0,0.0
908,1369.0,0.0
909,1271.0,0.0
910,1225.0,0.0
911,1159.0,0.0
912,1105.0,0.0
913,1073.0,0.0
914,1024.0,0.0
915,994.0,0.0
916,964.0,0.0
917,976.0,0.0
918,973.0,0.0
919,998.0,0.0
920,992.0,0.0
921,991.0,0.0
922,992.0,0.0
923,985.0,0.0
924,987.0,0.0
925,990.0,0.0
926,984.0,0.0
927,977.0,0.0
928,968.0,0.0
929,970.0,0.0
930,969.0,0.0
931,967.0,0.0
932,967.0,0.0
933,966.0,0.0
934,939.0,0.0
935,950.0,0.0
936,954.0,0.0
937,956.0,0.0
938,971.0,0.0
939,950.0,0.0
940,948.0,0.0
941,936.0,0.0
942,939.0,0.0
943,934.0,0.0
944,948.0,0.0
945,937.0,0.0
946,935.0,0.0
947,935.0,0.0
948,919.0,0.0
949,926.0,0.0
950,937.0,0.0
951,916.0,0.0
952,920.0,0.0
953,920.0,0.0
954,938.0,0.0
955,952.0,0.0
956,970.0,0.0
957,973.0,0.0
958,951.0,0.0
959,980.0,0.0
960,985.0,0.0
961,988.0,0.0
962,1001.0,0.0
963,1045.0,0.0
964,1033.0,0.0
965,1047.0,0.0
966,1079.0,0.0
967,1150.0,0.0
968,1179.0,0.0
969,1247.0,0.0
970,1287.0,0.0
971,1456.0,0.0
972,1556.0,0.0
973,1583.0,0.0
974,1559.0,0.0
975,1617.0,0.0
976,1644.0,0.0
977,1565.0,0.0
978,1611.0,0.0
979,1652.0,0.0
980,1561.0,0.0
981,1565.0,0.0
982,1584.0,0.0
983,1650.0,0.0
984,1624.0,0.0
985,1569.0,0.0
986,1563.0,0.0
987,1559.0,0.0
988,1607.0,0.0
989,1618.0,0.0
990,1602.0,0.0
991,1620.0,0.0
992,1630.0,0.0
993,1643.0,0.0
994,1583.0,0.0
995,1625.0,0.0
996,1598.0,0.0
997,1597.0,0.0
998,1560.0,0.0
999,1590.0,0.0
1000,1549.0,0.0
1001,1503.0,0.0
1002,1474.0,0.0
1003,1429.0,0.0
1004,1338.0,0.0
1005,1220.0,0.0
1006,1176.0,0.0
1007,1118.0,0.0
1008,1058.0,0.0
1009,1048.0,0.0
1010,997.0,0.0
1011,972.0,0.0
1012,977.0,0.0
1013,964.0,0.0
1014,959.0,0.0
1015,951.0,0.0
1016,951.0,0.0
1017,947.0,0.0
1018,954.0,0.0
1019,956.0,0.0
1020,965.0,0.0
1021,962.0,0.0
1022,951.0,0.0
1023,976.0,0.0
1024,964.0,0.0
1025,954.0,0.0
1026,965.0,0.0
1027,972.0,0.0
1028,986.0,0.0
1029,993.0,0.0
1030,983.0,0.0
1031,988.0,0.0
1032,984.0,0.0
1033,992.0,0.0
1034,987.0,0.0
1035,967.0,0.0
1036,971.0,0.0
1037,967.0,0.0
1038,970.0,0.0
1039,967.0,0.0
1040,970.0,0.0
1041,984.0,0.0
1042,980.0,0.0
1043,969.0,0.0
1044,980.0,0.0
1045,970.0,0.0
1046,972.0,0.0
1047,974.0,0.0
1048,973.0,0.0
1049,970.0,0.0
1050,978.0,0.0
1051,910.0,0.0
1052,840.0,0.0
1053,900.0,0.0
1054,900.0,0.0
1055,917.0,0.0
1056,909.0,0.0
1057,907.0,0.0
1058,933.0,0.0
1059,964.0,0.0
1060,1006.0,0.0
1061,1075.0,0.0
1062,1101.0,0.0
1063,1162.0,0.0
1064,1227.0,0.0
1065,1291.0,0.0
1066,1374.0,0.0
1067,1477.0,0.0
1068,1497.0,0.0
1069,1512.0,0.0
1070,1574.0,0.0
1071,1614.0,0.0
1072,1668.0,0.0
1073,1644.0,0.0
1074,1629.0,0.0
1075,1691.0,0.0
1076,1659.0,0.0
1077,1653.0,0.0
1078,1601.0,0.0
1079,1552.0,0.0
1080,1526.0,0.0
1081,1494.0,0.0
1082,1505.0,0.0
1083,1562.0,0.0
1084,1570.0,0.0
1085,1558.0,0.0
1086,1564.0,0.0
1087,1576.0,0.0
1088,1561.0,0.0
1089,1579.0,0.0
1090,1534.0,0.0
1091,1498.0,0.0
1092,1526.0,0.0
1093,1495.0,0.0
1094,1462.0,0.0
1095,1446.0,0.0
1096,1383.0,0.0
1097,1356.0,0.0
1098,1318.0,0.0
1099,1251.0,0.0
1100,1196.0,0.0
1101,1145.0,0.0
1102,1079.0,0.0
1103,1063.0,0.0
1104,1004.0,0.0
1105,965.0,0.0
1106,935.0,0.0
1107,899.0,0.0
1108,920.0,0.0
1109,927.0,0.0
1110,938.0,0.0
1111,956.0,0.0
1112,957.0,0.0
1113,980.0,0.0
1114,974.0,0.0
1115,985.0,0.0
1116,958.0,0.0
1117,985.0,0.0
1118,979.0,0.0
1119,979.0,0.0
1120,956.0,0.0
1121,959.0,0.0
1122,972.0,0.0
1123,943.0,0.0
1124,938.0,0.0
1125,919.0,0.0
1126,929.0,0.0
1127,913.0,0.0
1128,928.0,0.0
1129,926.0,0.0
1130,916.0,0.0
1131,912.0,0.0
1132,917.0,0.0
1133,919.0,0.0
1134,900.0,0.0
1135,898.0,0.0
1136,905.0,0.0
1137,890.0,0.0
1138,917.0,0.0
1139,924.0,0.0
1140,912.0,0.0
1141,947.0,0.0
1142,922.0,0.0
1143,947.0,0.0
1144,917.0,0.0
1145,924.0,0.0
1146,869.0,0.0
1147,856.0,0.0
1148,854.0,0.0
1149,867.0,0.0
1150,862.0,0.0
1151,872.0,0.0
1152,902.0,0.0
1153,888.0,0.0
1154,921.0,0.0
1155,933.0,0.0
1156,949.0,0.0
1157,952.0,0.0
1158,945.0,0.0
1159,857.0,0.0
1160,903.0,0.0
1161,869.0,0.0
1162,877.0,0.0
1163,876.0,0.0
1164,858.0,0.0
1165,831.0,0.0
1166,830.0,0.0
1167,836.0,0.0
1168,833.0,0.0
1169,870.0,0.0
1170,990.0,0.0
1171,989.0,0.0
1172,985.0,0.0
1173,993.0,0.0
1174,992.0,0.0
1175,1012.0,0.0
1176,1008.0,0.0
1177,996.0,0.0
1178,855.0,0.0
1179,822.0,0.0
1180,796.0,0.0
1181,816.0,0.0
1182,800.0,0.0
1183,820.0,0.0
1184,808.0,0.0
1185,833.0,0.0
1186,840.0,0.0
1187,870.0,0.0
1188,879.0,0.0
1189,874.0,0.0
1190,875.0,0.0
1191,883.0,0.0
1192,909.0,0.0
1193,888.0,0.0
1194,893.0,0.0
1195,891.0,0.0
1196,891.0,0.0
1197,922.0,0.0
1198,905.0,0.0
1199,909.0,0.0
1200,878.0,0.0
1201,929.0,0.0
1202,892.0,0.0
1203,877.0,0.0
1204,841.0,0.0
1205,897.0,0.0
1206,876.0,0.0
1207,888.0,0.0
1208,899.0,0.0
1209,878.0,0.0
1210,864.0,0.0
1211,863.0,0.0
1212,866.0,0.0
1213,891.0,0.0
1214,883.0,0.0
1215,927.0,0.0
1216,883.0,0.0
1217,898.0,0.0
1218,905.0,0.0
1219,908.0,0.0
1220,889.0,0.0
1221,884.0,0.0
1222,880.0,0.0
1223,935.0,0.0
1224,972.0,0.0
1225,982.0,0.0
1226,966.0,0.0
1227,949.0,0.0
1228,942.0,0.0
1229,949.0,0.0
1230,904.0,0.0
1231,856.0,0.0
1232,903.0,0.0
1233,915.0,0.0
1234,857.0,0.0
1235,764.0,0.0
1236,815.0,0.0
1237,778.0,0.0
1238,826.0,0.0
1239,873.0,0.0
1240,902.0,0.0
1241,901.0,0.0
1242,923.0,0.0
1243,875.0,0.0
1244,893.0,0.0
1245,894.0,0.0
1246,913.0,0.0
1247,874.0,0.0
1248,870.0,0.0
1249,869.0,0.0
1250,856.0,0.0
1251,873.0,0.0
1252,834.0,0.0
1253,858.0,0.0
1254,888.0,0.0
1255,853.0,0.0
1256,856.0,0.0
1257,878.0,0.0
1258,876.0,0.0
1259,892.0,0.0
1260,884.0,0.0
1261,861.0,0.0
1262,885.0,0.0
1263,845.0,0.0
1264,864.0,0.0
1265,845.0,0.0
1266,864.0,0.0
1267,881.0,0.0
1268,861.0,0.0
1269,880.0,0.0
1270,857.0,0.0
1271,851.0,0.0
1272,877.0,0.0
1273,866.0,0.0
1274,870.0,0.0
1275,888.0,0.0
1276,911.0,0.0
1277,898.0,0.0
1278,902.0,0.0
1279,896.0,0.0
1280,906.0,0.0
1281,861.0,0.0
1282,873.0,0.0
1283,840.0,0.0
1284,867.0,0.0
1285,865.0,0.0
1286,871.0,0.0
1287,879.0,0.0
1288,896.0,0.0
1289,887.0,0.0
1290,900.0,0.0
1291,873.0,0.0
1292,924.0,0.0
1293,901.0,0.0
1294,862.0,0.0
1295,811.0,0.0
1296,821.0,0.0
1297,836.0,0.0
1298,866.0,0.0
1299,896.0,0.0
1300,904.0,0.0
1301,909.0,0.0
1302,924.0,0.0
1303,908.0,0.0
1304,915.0,0.0
1305,874.0,0.0
1306,848.0,0.0
1307,834.0,0.0
1308,847.0,0.0
1309,845.0,0.0
1310,880.0,0.0
1311,876.0,0.0
1312,877.0,0.0
1313,888.0,0.0
1314,885.0,0.0
1315,879.0,0.0
1316,886.0,0.0
1317,894.0,0.0
